rating,review_text
1,Sadece yüz temizleme jeli geldi başka hiçbir şey gelmedi rezillik
1,Diğer aldığımla alakasız bi ürün kokusu ve akışkanlığı farklı niye olduğunu anlamadım
1,Ürünün üts kaydı yok tedavi sürecimde kullanmak istemiştim ama kesinlikle önermiyorum.
1,Herkes nasıl beğeniyor bende mi sıkıntı anlamadım. Karma bir cildim varken yağlıya döndürdü ve küçük kırmızı kabarcıklar çıktı cildimde beğenmedim 👎
1,Sahteydi iade ettim
1,Ozellikle La roche satıcısından aldım ancak Cosmolog yollamıs. İade ettim
1,Ürün takip sisteminde kontrol ettiğimde ürünün sistemde kayıtlı olmadığını gördüm. Hayal kırıklığı. Yetkili satıcı diye almıştım oysaki
1,Yüzüm de ergenlikte bile çıkmayan sivilceler çıktı bu nasıl bu kadar ovulebiliyor anlamadım param çöp oldu
1,Yüzü fazla kurutuyor ve asla sivilcelere yaramadı
1,Abartıldığı kadar yok
1,Sahte ürün olduğu için iade ettim. Satıcıyı kendileri değiştiriyorlar ben kendi sitesinden almama rağmen başka bir yerde gönderim yapılmıştı
1,Barkod üstüne farklı barkot yapıştırılmış orijinal olduğunu düşünmüyorum. İade
1,Ürünü la roche posaydan alıyorum orijinal olsun diye ürün cosmolog firmasından geliyor ne alaka oradan almak istesem daha uyguna oradan alırdım daha pahalıya alıyorum ki orijinallik şüphesi olmasın ne anladım şimdi bu işten ben
1,ilk kullanışım cildimde kusma yaptı medikal tedavi almak zorunda kaldım sadece alnımdaki komedonalrı geçirdi karma ve hassas bir cildim var
1,Yağlı ve siyah noktalı bir cilde sahibim. Yorumlara bakarak büyük umutla aldım. Düzenli şekilde sabah ve akşam olmak üzere 1 ay kullandım. İşe yaramayı bırakın ufacık bir etki dahi görmedim. Kullandıktan sonra ilk yarım saat temizliği hissediyorsunuz ondan sonra yine kullanmadan önceki cilt haline geliyor. Bakım kremiyle birlikte kullandım üstelik.
1,Kargosu çok kötüydü yeni açılmış bir kargoya vermişler şubesi bile yok başka yere gitti kargom aşırı uğraştım tavsiye etmiyorum
1,Edit: UTSden sorgulattim sahte cikti urun bu saticidan almamaya dikkat edin fairy sivi deterjan gibi kokuyo
1,Dermopot sitesinden aldım barkodu okuttum la roshe sayfası değilde şachane diye bi sayfa çıktı.barkot bile tuhaf küçücük bir barkot orijinalliğinden emin olamadım iade ettim
1,"çok hayal kırıklığına uğradım pompa kısmı kırık geldi , paketleme daha iyi olabilirdi. ben bunu indirimli aldım şimdi iade edeceğim ve indirimsiz almış olacağım ürünü. üzülerekten iade edeceğim"
1,hiç etkisi olmadı ve iyiki bitti kurulduk
1,Sahte Ürün sakın almayın çok pişmanım tek bir yorum okumadım okusaydım almazdım
1,Günde bir kez kullandığım halde aşırı derecede kuruluk yaptı. Yanaklarım ve dudak çevremdeki deriler soyulmaya başladı o yüzden kullanmayı bıraktım.
1,yagli ciltler alsin t bolgesi sadece yagli olanlar almasin
1,Ben karma/yağliya dönük ciltliyim ama yüzümü çok kuruttu ve yıkadıktan hemen sonra bir temizlik hissi geliyor ama yarım saate daha fazla yaglandiriyor ne anladım ben bu işten ve ayrıca bu kadar para etmez
1,"1 hafta düzenli kullandıktan sonra yorumumu güncellemek istedim. Sözde “yağlı ve hassas” ciltlerin kullanımına uygun fakat dudak etrafımda kızarıklığa ve iritasyona sebep oluyor. 20-25 dakika bu durum geçmiyor, geçmesi için her defa yatıştırıcı krem kullanmak zorunda kalıyorum. Cildim alışır diye düşündüm ama böyle olmadı, cildiniz kaldırıyorsa kul"
1,3 adet sipariş verdiğim yüz yikama jeli 1 adet gönderilmiş
1,Ben açıkcası hiç beğenmedim bana gönderilen eski formüldü aşırı kurutma ve pull pul dökülmeler gerginlikler yapıyodu nemlendirici kullansamda 15 gün boyunca sabah akşam rutini olarak kullandım ama beğenmedim sivilcelenme yaşadım sonrasında bıraktım ve sonra yüzüm kendine gelince tekrar bir şans vermek istedim ama nafile beğenmedim öyle elimde kaldı
1,Ürün üts sisteminde kayıtlı değil. Orijinal ürün olduğu görülmüyor.
1,İlk kullanımdan itibaren gözlerimde yanma oluştu ve ilk hafta gözümde kızarıklık oluşturdu.Cildim çok yağlı olmasına rağmen aşırı kurutarak pul pul dökülme yaptı ben hiç memnun kalamadım param çöp oldu.
1,Ürün orjınal degıl barkotta cıkmadı kullandıktan sonra farkettım sakın almayın
1,Çok ağır bi ürün kullanmaya korkuyordum resmen
1,Kapağı kırık olmasaydı deneyebilirdim
1,sivilcelerim arttı yüzüm mahvoldu yaa
1,ben bu ürünü orijinalliğinden çok şüphe ediyorum satıcı asla güven vermedi
1,ÜTS sorgulamada ürün kaydı yoktur diyor. Ürün orjinalliği konusunda nasıl emin olabilirim. Çünkü kızım bir kere kullandı ve sol göz etrafında kızarıklık ve şişlik oluştu.
1,Yeni ambalaj gönderim sağlıcağız deyip eski ambalaj ürün gönderdiler bir fark var mı bilemiyorum.
1,İçinde kolonya var galiba orjinal olduğunu düşünmüyorum
1,"Yüzümün kızarmasına ve soyulmasına sebep oldu, cilt bariyerimi mahvetti. Bir arkadaşım benden daha uzun süre kullanmıştı ve yüzünde kalıcı bir kızarıklık oluşmuştu, dermatolojiye gittikten ve bazı kremler kullandıktan sonra yüzü anca kendine geldi."
1,Bende aşırı derecede sivilcelendirme yaptı.
1,Ürün cildim yağlı olmasına rağmen çok kötü kuruttu pul pul dökülmesine sebep oldu
1,Ürün dururken böyle oldu normal mi acaba
1,Gönderen firma farklı
1,"Ürünün sahte olduğunu düşünüyorum,düşünmekle kalmayıp peşine düşücem şimdi."
1,"3 tane urun aldim sadece ikisini gondermissiniz , yuz yikama jel tonik gelmis ama krem yok"
1,Ürün sahte almayınnnnn la Roche postu adı altında cosmolog dan geliyor ürün kesinlikle almayın orjinal değil
1,urun guzel olabilir evet ama yani bu nasil bi kargolama okadar para veriyoruz yarisi bosa gidiyor lutfen kargolamaya dikkat edin
1,Yüzü çok kurutuyor
1,Artık sepetimde değil boykot listemde‼️‼️
1,sahteeeeee orjinal değil Üts'ye kayıtlı değil arkadaşlar iade. kanmayın
1,Hayatım boyunca La Roche Effaclar kullandım. ama bu sefer sipariş verdim ve jel hoş olmayan kokuyor. Bu ne olabilir???
1,Kupon olduğu için iade edemedim ama kırık geldi
1,malesef gelişi güzel patpatla geldi şaşırdım kendi orjnal bi kutusu yok anlamadım valla içine sinmedi geri gönderebilirim
1,Yeni formül ve ambalaj dendiği için buradan almayı tercih etmiştim. Yanlış bir kararmış eski ürün yollandı. Ama ürünü yıllardır dermatoloğumun önerisi üzerine effaclar Micro-peeling gel ile birlikte kullanıyorum. Ara vermediğim sürece bir komedon dahi çıkmıyor. ELİME GELWN ÜRÜN ORJİNAL DEĞİL BU SATICIDAN ALMAYIN
1,Cildimi aşırı kuruttu gerdi kızarttı ve pul pul dökmeler başladı benim cildime iyi gelmedi
1,Ürünün üzerinde 2 barkod numarası var ürün orijinal görünmüyor bilgi vermenizi rica ederim reklam firması çıkıyor aksi taktirde ürün iade
1,İçine clenes jeli doldurulup gönderilmiş. Hiç memnun kalmadım. Yüzümde alerji yaptı. Orjinal diye gönderilmesi hoş değil. Gerekli hukuksal işlemleri başlatacağım.
1,Hassas ciltliyim yüzümde kirisikliklar yapti
1,Şaka gibi gerçekten alırken 567 tlye aldım hem de SÖZDE indirimli aldım. Şu an normal fiyatını 507 tl yapmışlar. K*riz avlar gibi yazık gerçekten insanları bu kadar soymanıza gerek yok. Ürün içinde bir haftadır kullanıyorum pek bir artısını görmedim cildimi kurutuyor çok fazla. Bilemedim belki de benim cildime uygun değil.
1,"Ben daha önce kullandığımız ürün diye direk 5 yıldız vermiştim. Kızıma aldığım ürün, çocuk acaba kendi mi yanılıyor diye uzun süre sesini çıkarmamış, dün söyleyince farkettik. Sahte ürün, resimde soldaki orijinal geçen aldığımız şişe, (dibinde azıcık kalmış diye atmamıştım) sağdaki yeni gelen. Zaten bulaşık deterjanı gibi kokuyor"
1,Kullanmaya basladim sivilcelendim resmen verdigim paraya yaniyorum
1,Ürün sahte arkadaşlar sakin bu satıcıdan almayın yüzüm yanınca fark ettim
1,yüzümü aşırı kuruttu pul pul dökülme yaptı
1,2.şişem başarılı bir ürün ama komedon yapıyor içindeki koku maddesinden dolayı bu son alışımdı
1,İs raile desteğinden sonra asla almayacağım marka 😡
1,Ürün kesinlikle sahte! Ürünün sahte olduğundan şüphelenip satıcıya yazdım ama Loreal ile çalıştıklarını bu yüzden sahte olmadığını söyledi! ÜTS kaydı olmadığını görünce yazmama rağmen reddettiler! Şimdi iade kodu oluşturup analiz için göndereceğim! Kesinlikle almayın gidip eczaneden alın paranızı çöpe atmayın. Büyük ihtimalle ürünün orijinal olduğu
1,"Ürünün barkodunu okuttuğumda sistemde kaydı çıkmıyor, ürününün orijinal değil mi???"
1,Yüzümü kuruttu
1,kuru ciltler asla almamalı yüzüm soyuldu çok etkisini görmedim yağlı ciltler tercih edebilir
1,paketlemeyi beğenmedim
1,O kadar para verdim yazıklar olsun cildim mahvoldu. Sahte mi gerçek mi bilemiyorum artık ama o kadar övdüler diye aldım her tarafım dökülüyor.
1,Ürün uts kayıtlı değil ve sahte! Yıllardır bu ürünü kullanıyorum ve ilk kez sivilcem çıkmaya ve yüzüm yanmaya başladı. Şüphelenip barkodu sorgulatınca ürünün sahte olduğunu anladım. Trendyol sorumluluk alıp para iadesi yapmalı!!!!!
1,Markaya güvenip aldım. Beğenmedim. Para çöp!
1,Güzel olan cildim mahvoldu baya kullandım ve çok kötü ürünün orijinal olduğunu düşünmüyorum ürün orijinalse ki hiç sanmıyorum yağlı hassas ciltlere uygun değil demektir ama ben herkesin bu kadar bayılarak kullandığı övdüğü markanın cildime iyi geleceğini düşünüyorum bence satıcı sahte ürün gönderiyor
1,"Uzun vadede editleyecem: uzun vade editi, 5 para etmez, sırtım dün nasılsa bugün de aynı."
1,ÜRÜN KESİNLİKLE ORJİNAL DEĞİL!! Yıllardır kullanırım ilk defa sivilcelenme yaptı sahte ürün yolluyorlar boşa giden para
1,kargo çok geç geldi 12 gün sürdü ayriyeten bu rezilligime karşı 2 tane ürün sipariş etmiştim ama sadece 1 tane geldi tekrardan eksik ürünümun gelmesini istiyorum
1,Uzun zamandır kullandım ve yorumumu yapabilirim cildi aşırı kurutuyor yüzüm pul pul dökülüyor hiç memnun kalmadım orijinal ürün olmayabilir yüzüme hiç iyi gelmedi fiyatına aslaa değmez almayın onun yerine cerave alın
1,Çok övüldüğü için almıştım fakat yüzümde aşırı ağrılı ve devasa akneler çıkarttı. Yüzüm korkunç bir hale geldi. Yüzümdekileri kusturduğunu düşünüp 3-4 hafta kullandım ve 4. hafta sonunda dayanamadığım için bıraktım. Daha sonradan okuduğumda bazı kişilerde tam olarak anlattığım gibi akneler çıkarttığını gördüm. Almadan önce küçük boyunu denemelisini
1,Tüm fotoğraflardaki ürünlerin barkodları aynı o yüzden orijinalliğinden emin olamadım maalesef iade
1,Kargo bana bu şekilde teslim edildi. İnanılmaz bir saçmalık
1,Ürün orijinal değil kesinlikle almayın paranıza yazık iade etmek istiyorum
1,Yüzümü kuruttu göz altlarım kızardı bunu 15 günün sonunda yazıyorum orijinal olmadığını düşünüyorum devamlı kullandığım bir üründü şuna Dr tedavi görüyorum gerçek doğru bir bilgi veriyorum bana olmadı
1,karma ciltliler almasın dudak ve göz kenarlarimi o kadar kuruttu ki günde 3 kere nemlendirici surmeme rağmen asla ama asla iyi gelmedi bana
1,Bu kadar ağır kokan bir ürün görmedim.tek damlayla baya bi köpürüyor.bu iyi bişry ama cok köpürüyor yani daha az damlatamıyorsun ve zor temizleniyor bir kova su lazım.Sonuc basarılı mat ve temiz bir cilt ama pratik değil beni yordu acıkcası cok buyuk bitmez de
1,Yanlış ürün gönderildi bir de onu iade etmekle uğraştım.
1,Ürüne daha fazla para vererek la roche saticisindan aldım orijinalligi ve kalitesinden şüphe duymamak için ama daha ucuza satış yapan cosmolog saticisindan geldi bu nasıl bir satış stratejisi anlamdım madem oradan gelecek bu fiyat farkı neden herkes istediği fiyattan satış yapmakta özgür ama benim seçtiğim saticidan gelmeyen bir ürüne neden daha fa
